ID,libelle_zone_d_emploi,code_region,region,code_zone_d_emploi,zone_d_emploi,date,effectifs_salaries_brut,effectifs_salaries_cvs,masse_salariale_brut,masse_salariale_cvs
24988,7523 Périgueux,75,Nouvelle-Aquitaine,7523,Périgueux,031998,488,492,1800569,1891668
25159,0104 Région Pointoise,1,Guadeloupe,104,Région Pointoise,031998,37198,37527,180328045,188691981
25466,0302 Ouest-Guyanais,3,Guyane,302,Ouest-Guyanais,031998,861,850,2849608,2929715
25562,0402 L'Ouest,4,La Réunion,402,L'Ouest,031998,22645,22899,94199112,98679256
25648,1101 Cergy-Vexin,11,Île-de-France,1101,Cergy-Vexin,031998,119262,120443,676502575,700114852
25715,1103 Etampes,11,Île-de-France,1103,Etampes,031998,15249,15376,74059048,77079406
25785,1105 Fontainebleau-Nemours,11,Île-de-France,1105,Fontainebleau-Nemours,031998,33943,34493,173533628,182162194
25914,1109 Paris,11,Île-de-France,1109,Paris,031998,2643856,2660635,18151246375,18043596351
25944,1110 Provins,11,Île-de-France,1110,Provins,031998,7939,8082,35209635,37126921
25972,1111 Rambouillet,11,Île-de-France,1111,Rambouillet,031998,14065,14195,72984816,76389214
26110,1115 Versailles-Saint-Quentin,11,Île-de-France,1115,Versailles-Saint-Quentin,031998,198725,200010,1380241950,1401125176
26233,2404 Châteaudun,24,Centre-Val de Loire,2404,Châteaudun,031998,11150,11315,46887062,49428955
26314,2406 Chinon,24,Centre-Val de Loire,2406,Chinon,031998,7922,8151,36964590,38995747
26341,2407 Gien,24,Centre-Val de Loire,2407,Gien,031998,19235,19476,86159547,90378807
26404,2409 Montargis,24,Centre-Val de Loire,2409,Montargis,031998,27120,27443,120583742,126169741
26589,2415 Vierzon,24,Centre-Val de Loire,2415,Vierzon,031998,10692,10769,46206490,48527984
26740,2701 Autun,27,Bourgogne-Franche-Comté,2701,Autun,031998,8103,8279,33004780,35064846
26802,2703 Avallon,27,Bourgogne-Franche-Comté,2703,Avallon,031998,8768,8996,32701020,34525293
26831,2704 Beaune,27,Bourgogne-Franche-Comté,2704,Beaune,031998,16843,17188,76803934,81310524
27011,2712 Dole,27,Bourgogne-Franche-Comté,2712,Dole,031998,663,671,2456744,2551732
27042,2713 Lons-le-Saunier,27,Bourgogne-Franche-Comté,2713,Lons-le-Saunier,031998,5999,6149,23448028,24025306
27072,2717 Sens,27,Bourgogne-Franche-Comté,2717,Sens,031998,22900,23173,100878874,106333678
27103,0056 Cosne-Cours-sur-Loire,27,Bourgogne-Franche-Comté,56,Cosne-Cours-sur-Loire,031998,9125,9240,35863686,37817830
27137,0059 Mâcon,27,Bourgogne-Franche-Comté,59,Mâcon,031998,30066,30453,128080620,136572030
27192,2705 Belfort,27,Bourgogne-Franche-Comté,2705,Belfort,031998,41616,42071,191352515,204019901
27253,2711 Dijon,27,Bourgogne-Franche-Comté,2711,Dijon,031998,29,29,154938,163845
27281,2712 Dole,27,Bourgogne-Franche-Comté,2712,Dole,031998,14969,15149,69510529,72515727
27305,2713 Lons-le-Saunier,27,Bourgogne-Franche-Comté,2713,Lons-le-Saunier,031998,27983,28589,116795513,122989633
27433,2718 Vesoul,27,Bourgogne-Franche-Comté,2718,Vesoul,031998,29311,29665,124256732,131597324
27557,2811 Honfleur Pont-Audemer,28,Normandie,2811,Honfleur Pont-Audemer,031998,8647,8811,35667542,37145315
27591,2812 L'Aigle,28,Normandie,2812,L'Aigle,031998,1005,998,4931291,5107381
27774,0057 Dreux,28,Normandie,57,Dreux,031998,3153,3206,15366209,15888318
27798,0058 La Vallée de la Bresle-Vimeu,28,Normandie,58,La Vallée de la Bresle-Vimeu,031998,13953,14181,66667909,70093652
27916,2805 Cherbourg en Cotentin,28,Normandie,2805,Cherbourg en Cotentin,031998,35715,36120,164299969,172145711
28273,3201 Abbeville,32,Hauts-de-France,3201,Abbeville,031998,14390,14834,55693729,59424889
28367,3210 Compiègne,32,Hauts-de-France,3210,Compiègne,031998,51036,51568,260967916,276736165
28471,7528 Saintes,75,Nouvelle-Aquitaine,7528,Saintes,031998,18779,19019,73943095,77933869
28583,7503 Bayonne,75,Nouvelle-Aquitaine,7503,Bayonne,031998,62747,64725,265113364,283091166
28619,7504 Bergerac,75,Nouvelle-Aquitaine,7504,Bergerac,031998,17267,17605,70309454,73169761
28701,7510 Dax,75,Nouvelle-Aquitaine,7510,Dax,031998,26024,27157,108647194,117304035
28727,7513 La Teste-de-Buch,75,Nouvelle-Aquitaine,7513,La Teste-de-Buch,031998,16540,17375,66523079,72528127
28763,7514 Langon,75,Nouvelle-Aquitaine,7514,Langon,031998,12812,12954,49359825,51236969
28866,7517 Limoges,75,Nouvelle-Aquitaine,7517,Limoges,031998,454,465,1474621,1541572
28903,7518 Marmande,75,Nouvelle-Aquitaine,7518,Marmande,031998,15639,15846,62718170,65248234
28930,7519 Mont-de-Marsan,75,Nouvelle-Aquitaine,7519,Mont-de-Marsan,031998,22036,22482,89884727,95004822
29025,7523 Périgueux,75,Nouvelle-Aquitaine,7523,Périgueux,031998,39279,39747,154973213,162303391
29160,7507 Brive-la-Gaillarde,75,Nouvelle-Aquitaine,7507,Brive-la-Gaillarde,031998,26417,26713,113956833,118762972
29324,0063 Ussel,75,Nouvelle-Aquitaine,63,Ussel,031998,8976,9126,36642645,38465408
29408,7607 Cahors,76,Occitanie,7607,Cahors,031998,14451,14826,55390821,58448868
29469,7609 Castelsarrasin-Moissac,76,Occitanie,7609,Castelsarrasin-Moissac,031998,9714,9969,40093933,42585086
29564,7612 Foix-Pamiers,76,Occitanie,7612,Foix-Pamiers,031998,20880,21213,85296316,90355263
29593,7614 Millau,76,Occitanie,7614,Millau,031998,11182,11455,45997491,47552149
29627,7615 Montauban,76,Occitanie,7615,Montauban,031998,27852,28079,108561287,113279280
29690,7621 Rodez,76,Occitanie,7621,Rodez,031998,28233,28679,116499696,123085431
29815,7601 Agde-Pézenas,76,Occitanie,7601,Agde-Pézenas,031998,8721,9778,32693219,37665983
29948,7608 Carcassonne-Limoux,76,Occitanie,7608,Carcassonne-Limoux,031998,28475,29006,111345703,116786824
30042,7613 Mende,76,Occitanie,7613,Mende,031998,13306,13796,50127998,53154912
30073,7614 Millau,76,Occitanie,7614,Millau,031998,241,254,744355,820522
30111,7616 Montpellier,76,Occitanie,7616,Montpellier,031998,119305,121282,535113569,559501386
30234,7623 Sète,76,Occitanie,7623,Sète,031998,13286,13708,53006547,56133872
30294,0052 Arles,76,Occitanie,52,Arles,031998,3222,3245,12937816,13291484
30323,0053 Avignon,76,Occitanie,53,Avignon,031998,5706,5776,26142279,26995891
30354,8401 Annecy,84,Auvergne-Rhône-Alpes,8401,Annecy,031998,75198,75888,363584242,379950918
30489,8406 Bourgoin-Jallieu,84,Auvergne-Rhône-Alpes,8406,Bourgoin-Jallieu,031998,47589,47993,222560970,232743848
30561,8409 Grenoble,84,Auvergne-Rhône-Alpes,8409,Grenoble,031998,168613,168308,887765082,914652432
30725,8415 Le Chablais,84,Auvergne-Rhône-Alpes,8415,Le Chablais,031998,20985,19708,91147325,88456904
30884,8420 Les Sources de la Loire,84,Auvergne-Rhône-Alpes,8420,Les Sources de la Loire,031998,4694,4747,20940665,21953326
30939,8422 Montélimar,84,Auvergne-Rhône-Alpes,8422,Montélimar,031998,18785,19449,87478595,91574659
30972,8425 Oyonnax,84,Auvergne-Rhône-Alpes,8425,Oyonnax,031998,23368,23242,114309272,116627865
31030,8427 Romans sur Isère,84,Auvergne-Rhône-Alpes,8427,Romans sur Isère,031998,19124,19357,82196092,85141113
31148,8433 Vienne-Annonay,84,Auvergne-Rhône-Alpes,8433,Vienne-Annonay,031998,52399,53047,234814025,245813791
31269,0059 Mâcon,84,Auvergne-Rhône-Alpes,59,Mâcon,031998,5843,5916,25517690,26537046
31294,0064 Valréas,84,Auvergne-Rhône-Alpes,64,Valréas,031998,3767,3867,14021110,14506917
31367,8408 Clermont-Ferrand,84,Auvergne-Rhône-Alpes,8408,Clermont-Ferrand,031998,115524,117093,542318129,568991878
31459,8419 Le Puy en Velay,84,Auvergne-Rhône-Alpes,8419,Le Puy en Velay,031998,22141,22527,87707678,91833239
31496,8420 Les Sources de la Loire,84,Auvergne-Rhône-Alpes,8420,Les Sources de la Loire,031998,12401,12516,49546711,51092743
31532,8423 Montluçon,84,Auvergne-Rhône-Alpes,8423,Montluçon,031998,26715,26937,110740816,116296021
31922,9308 Draguignan,93,Provence-Alpes-Côte d'Azur,9308,Draguignan,031998,11236,11520,43238350,45725054
31953,9309 Fréjus,93,Provence-Alpes-Côte d'Azur,9309,Fréjus,031998,17415,18358,71176653,77731810
31981,9310 Gap,93,Provence-Alpes-Côte d'Azur,9310,Gap,031998,17991,17893,71984420,73929768
32050,9312 Marseille,93,Provence-Alpes-Côte d'Azur,9312,Marseille,031998,284871,287402,1381695749,1450549298
32142,9315 Nice,93,Provence-Alpes-Côte d'Azur,9315,Nice,031998,135481,137362,628895181,655595927
32257,0052 Arles,93,Provence-Alpes-Côte d'Azur,52,Arles,031998,19190,19930,74448531,79373293
32325,0055 Bollène-Pierrelatte,93,Provence-Alpes-Côte d'Azur,55,Bollène-Pierrelatte,031998,3651,3701,14952117,15612857
32355,0064 Valréas,93,Provence-Alpes-Côte d'Azur,64,Valréas,031998,5536,5677,21612768,22802037
32446,9403 Calvi,94,Corse,9403,Calvi,031998,2255,2794,8327946,10821698
32576,9407 Propriano,94,Corse,9407,Propriano,031998,1199,1384,4069485,4869092
123,0105 Sud Basse-Terre,1,Guadeloupe,105,Sud Basse-Terre,031999,7144,7169,29848708,30513218
322,3217 Maubeuge,32,Hauts-de-France,3217,Maubeuge,031999,7266,7398,31160290,32424650
365,0206 Le Sud-Caraibe,2,Martinique,206,Le Sud-Caraibe,031999,5962,5974,24915421,25365176
497,0302 Ouest-Guyanais,3,Guyane,302,Ouest-Guyanais,031999,1038,1028,3368544,3462842
561,0303 Savanes,3,Guyane,303,Savanes,031999,3900,3925,29807258,30099158
619,0401 L'Est,4,La Réunion,401,L'Est,031999,6244,6438,24484265,25796670
706,3204 Berck,32,Hauts-de-France,3204,Berck,031999,23362,24164,99169125,105913446
733,0403 Le Nord,4,La Réunion,403,Le Nord,031999,36731,37491,179842886,188997285
810,3206 Boulogne-sur-Mer,32,Hauts-de-France,3206,Boulogne-sur-Mer,031999,32981,33575,141499231,148644544
869,1101 Cergy-Vexin,11,Île-de-France,1101,Cergy-Vexin,031999,124503,125710,700323651,723971428
1010,3212 Douai,32,Hauts-de-France,3212,Douai,031999,48199,48885,224047419,234664572
1057,1104 Evry,11,Île-de-France,1104,Evry,031999,117205,118661,672425081,697046558
1078,3213 Dunkerque,32,Hauts-de-France,3213,Dunkerque,031999,67119,67387,313355207,334978081
1161,1106 Marne-la-Vallée,11,Île-de-France,1106,Marne-la-Vallée,031999,102652,104084,560227863,576862413
1349,1109 Paris,11,Île-de-France,1109,Paris,031999,2739416,2756742,19225089700,19047002862
1358,3218 Roubaix-Tourcoing,32,Hauts-de-France,3218,Roubaix-Tourcoing,031999,103494,104499,492249600,511147306
1413,1110 Provins,11,Île-de-France,1110,Provins,031999,8052,8192,36147451,38043281
1516,4402 Châlons-en-Champagne,44,Grand Est,4402,Châlons-en-Champagne,031999,24901,25272,110048608,115992811
1655,1114 Seine-Yvelinoise,11,Île-de-France,1114,Seine-Yvelinoise,031999,150187,151156,851557764,877531574
1714,4406 Épernay,44,Grand Est,4406,Épernay,031999,18131,18279,86295841,93067933
1778,4413 Reims,44,Grand Est,4413,Reims,031999,82780,83540,388282109,409459510
1795,2401 Blois,24,Centre-Val de Loire,2401,Blois,031999,43439,43994,203325107,213879546
2140,4401 Bar-le-Duc,44,Grand Est,4401,Bar-le-Duc,031999,16833,17048,73963815,78125323
2276,4407 Épinal,44,Grand Est,4407,Épinal,031999,45512,46690,206272079,220804009
2473,2412 Romorantin-Lanthenay,24,Centre-Val de Loire,2412,Romorantin-Lanthenay,031999,18327,18565,81680210,85944086
2709,0056 Cosne-Cours-sur-Loire,24,Centre-Val de Loire,56,Cosne-Cours-sur-Loire,031999,2795,2831,14160646,15059272
2921,0061 Nogent-le-Rotrou,24,Centre-Val de Loire,61,Nogent-le-Rotrou,031999,10331,10476,46537010,48428185
2991,2701 Autun,27,Bourgogne-Franche-Comté,2701,Autun,031999,8120,8296,33087855,35131836
3020,4427 Vitry-le-François Saint-Dizier,44,Grand Est,4427,Vitry-le-François Saint-Dizier,031999,1232,1242,4834576,5041182
3090,4405 Colmar,44,Grand Est,4405,Colmar,031999,53744,54558,258488848,275578101
3162,4409 Haguenau,44,Grand Est,4409,Haguenau,031999,58609,59387,279833180,296758445
3203,2704 Beaune,27,Bourgogne-Franche-Comté,2704,Beaune,031999,17470,17802,78749284,83179187
3232,4411 Mulhouse,44,Grand Est,4411,Mulhouse,031999,124442,126116,586959897,623545526
3366,4419 Sarrebourg,44,Grand Est,4419,Sarrebourg,031999,7603,7666,38174369,39785910
3434,4420 Sarreguemines,44,Grand Est,4420,Sarreguemines,031999,6815,6924,29927994,31806067
3509,2711 Dijon,27,Bourgogne-Franche-Comté,2711,Dijon,031999,103800,104819,491370785,517344372
3680,5202 Angers,52,Pays de la Loire,5202,Angers,031999,86830,87364,385710000,402621744
3725,2717 Sens,27,Bourgogne-Franche-Comté,2717,Sens,031999,23244,23510,104027691,109591117
4000,5207 Fontenay-le-Comte,52,Pays de la Loire,5207,Fontenay-le-Comte,031999,19470,20039,78051554,82235188
4126,5209 La Flèche,52,Pays de la Loire,5209,La Flèche,031999,10610,10785,44223998,46193600
4473,2718 Vesoul,27,Bourgogne-Franche-Comté,2718,Vesoul,031999,29515,29870,124599971,131836356
4525,2803 Bernay,28,Normandie,2803,Bernay,031999,13832,13958,61366004,65089442
4577,2807 Dieppe-Caux maritime,28,Normandie,2807,Dieppe-Caux maritime,031999,30417,30951,138765298,146864032
4640,5217 Pornic,52,Pays de la Loire,5217,Pornic,031999,8094,8424,31431491,33730856
4651,2808 Evreux,28,Normandie,2808,Evreux,031999,47349,47891,212720789,222067026
4716,5218 Sablé-sur-Sarthe,52,Pays de la Loire,5218,Sablé-sur-Sarthe,031999,13474,13767,58452986,61199137
4788,5219 Saint-Nazaire,52,Pays de la Loire,5219,Saint-Nazaire,031999,52584,53638,236068689,252611091
4915,2815 Rouen,28,Normandie,2815,Rouen,031999,188743,190670,905948624,949777357
4972,0051 Alençon,52,Pays de la Loire,51,Alençon,031999,6416,6444,25003535,25940389
5089,0054 Beauvais,28,Normandie,54,Beauvais,031999,4056,4108,20079858,21207497
5166,5302 Brest,53,Bretagne,5302,Brest,031999,73957,74852,317454176,331192110
5334,5305 Fougères,53,Bretagne,5305,Fougères,031999,19802,20209,76626625,80366264
5375,2804 Caen,28,Normandie,2804,Caen,031999,115749,117542,528772740,556785764
5425,2805 Cherbourg en Cotentin,28,Normandie,2805,Cherbourg en Cotentin,031999,36071,36472,169557900,177443381
5446,5307 Lamballe-Armor,53,Bretagne,5307,Lamballe-Armor,031999,9391,9742,37379858,39606998
5499,2806 Coutances,28,Normandie,2806,Coutances,031999,10360,10552,41684478,44084332
5555,2809 Flers,28,Normandie,2809,Flers,031999,26821,27421,112261020,119175607
5611,2810 Granville,28,Normandie,2810,Granville,031999,8333,8543,32178953,33819174
5726,5311 Ploërmel,53,Bretagne,5311,Ploërmel,031999,13630,13742,55026614,57128607
5796,5312 Pontivy-Loudéac,53,Bretagne,5312,Pontivy-Loudéac,031999,22904,23236,93923819,99125567
5799,2814 Lisieux,28,Normandie,2814,Lisieux,031999,18412,18679,71990002,75770209
5874,5313 Quimper,53,Bretagne,5313,Quimper,031999,57855,59372,249355721,263791544
5927,2818 Vire Normandie,28,Normandie,2818,Vire Normandie,031999,9395,9461,38943491,40618378
5992,5315 Rennes,53,Bretagne,5315,Rennes,031999,156704,157644,737264023,768444717
6040,5316 Saint-Brieuc,53,Bretagne,5316,Saint-Brieuc,031999,40287,40670,170644572,177518219
6236,5319 Vitré,53,Bretagne,5319,Vitré,031999,20617,20753,88878400,91596395
6364,7502 Angoulême,75,Nouvelle-Aquitaine,7502,Angoulême,031999,51372,52005,220918117,230908237
6535,7528 Saintes,75,Nouvelle-Aquitaine,7528,Saintes,031999,19363,19610,77056797,81154220
6611,7530 Thouars,75,Nouvelle-Aquitaine,7530,Thouars,031999,12421,12569,48590291,50321579
6712,7512 La Rochelle,75,Nouvelle-Aquitaine,7512,La Rochelle,031999,47764,48894,205465139,219183585
6774,7516 Libourne,75,Nouvelle-Aquitaine,7516,Libourne,031999,372,376,1317932,1371046
6799,7503 Bayonne,75,Nouvelle-Aquitaine,7503,Bayonne,031999,65470,67547,281777976,300627574
6832,7520 Niort,75,Nouvelle-Aquitaine,7520,Niort,031999,47068,47726,223554662,229919165
6927,7505 Bordeaux,75,Nouvelle-Aquitaine,7505,Bordeaux,031999,256335,258827,1294617237,1349022605
7140,7514 Langon,75,Nouvelle-Aquitaine,7514,Langon,031999,13342,13495,50896667,52827810
7304,7519 Mont-de-Marsan,75,Nouvelle-Aquitaine,7519,Mont-de-Marsan,031999,22914,23378,93409067,98672741
7337,7521 Oloron-Sainte-Marie,75,Nouvelle-Aquitaine,7521,Oloron-Sainte-Marie,031999,12769,12960,53534562,55976347
7442,7529 Sarlat-La-Canéda,75,Nouvelle-Aquitaine,7529,Sarlat-La-Canéda,031999,9006,9687,33589111,37356042
7469,7532 Villeneuve-sur-Lot,75,Nouvelle-Aquitaine,7532,Villeneuve-sur-Lot,031999,14460,14870,56339029,59637666
7602,7527 Saint-Junien,75,Nouvelle-Aquitaine,7527,Saint-Junien,031999,12706,13078,41969985,44430401
7693,7602 Albi,76,Occitanie,7602,Albi,031999,40175,40619,164453502,171336756
7725,7604 Auch,76,Occitanie,7604,Auch,031999,23494,23836,88359754,92627819
7760,7607 Cahors,76,Occitanie,7607,Cahors,031999,14859,15224,58408682,61589866
7798,7608 Carcassonne-Limoux,76,Occitanie,7608,Carcassonne-Limoux,031999,33,32,151964,146714
7823,7609 Castelsarrasin-Moissac,76,Occitanie,7609,Castelsarrasin-Moissac,031999,9811,10067,40745014,43337372
7951,7614 Millau,76,Occitanie,7614,Millau,031999,11686,11976,47990177,49635331
8040,7621 Rodez,76,Occitanie,7621,Rodez,031999,28906,29363,122249895,129064342
8132,7625 Toulouse,76,Occitanie,7625,Toulouse,031999,269747,271457,1376552755,1427426439
8162,7601 Agde-Pézenas,76,Occitanie,7601,Agde-Pézenas,031999,9043,10158,34880180,40214676
8223,7605 Bagnols-sur-Cèze,76,Occitanie,7605,Bagnols-sur-Cèze,031999,14335,14465,78449178,82238263
8380,7613 Mende,76,Occitanie,7613,Mende,031999,13779,14278,51646621,54771737
8601,7625 Toulouse,76,Occitanie,7625,Toulouse,031999,11,11,19038,18584
8625,0052 Arles,76,Occitanie,52,Arles,031999,3228,3248,13486999,13851994
8808,8406 Bourgoin-Jallieu,84,Auvergne-Rhône-Alpes,8406,Bourgoin-Jallieu,031999,48090,48504,228584902,238880083
8861,8409 Grenoble,84,Auvergne-Rhône-Alpes,8409,Grenoble,031999,170171,169740,903888814,929885565
8891,8411 La Maurienne,84,Auvergne-Rhône-Alpes,8411,La Maurienne,031999,11194,10117,51459695,48940467
8987,8414 La Vallée de l'Arve,84,Auvergne-Rhône-Alpes,8414,La Vallée de l'Arve,031999,32924,32389,164283203,167797447
9020,8415 Le Chablais,84,Auvergne-Rhône-Alpes,8415,Le Chablais,031999,21550,20189,95064787,92133006
9082,8417 Le Livradois,84,Auvergne-Rhône-Alpes,8417,Le Livradois,031999,1019,1039,3639975,3744784
9116,8418 Le Mont Blanc,84,Auvergne-Rhône-Alpes,8418,Le Mont Blanc,031999,18146,16638,79638660,74091717
9272,8425 Oyonnax,84,Auvergne-Rhône-Alpes,8425,Oyonnax,031999,24153,24023,120081289,122364490
9298,8426 Roanne,84,Auvergne-Rhône-Alpes,8426,Roanne,031999,34703,35095,149159494,155510918
9332,8427 Romans sur Isère,84,Auvergne-Rhône-Alpes,8427,Romans sur Isère,031999,19950,20185,85862462,88927352
9465,8433 Vienne-Annonay,84,Auvergne-Rhône-Alpes,8433,Vienne-Annonay,031999,52857,53513,242500246,253579163
9496,8434 Villefranche-sur-Saône,84,Auvergne-Rhône-Alpes,8434,Villefranche-sur-Saône,031999,35507,35791,162307868,168259373
9524,8435 Voiron,84,Auvergne-Rhône-Alpes,8435,Voiron,031999,32619,33001,146113469,152091273
9561,0055 Bollène-Pierrelatte,84,Auvergne-Rhône-Alpes,55,Bollène-Pierrelatte,031999,13065,13232,72931183,77604889
9597,0059 Mâcon,84,Auvergne-Rhône-Alpes,59,Mâcon,031999,6065,6140,26661457,27731436
9627,0064 Valréas,84,Auvergne-Rhône-Alpes,64,Valréas,031999,3729,3836,13859790,14337354
9760,8417 Le Livradois,84,Auvergne-Rhône-Alpes,8417,Le Livradois,031999,18912,19231,79530661,83215315
9880,8424 Moulins,84,Auvergne-Rhône-Alpes,8424,Moulins,031999,20069,20339,83326158,87595567
10046,9302 Briançon,93,Provence-Alpes-Côte d'Azur,9302,Briançon,031999,9266,8005,37565439,33325197
10532,3216 Lille,32,Hauts-de-France,3216,Lille,031999,266333,267007,1311119390,1359084482
10563,3217 Maubeuge,32,Hauts-de-France,3217,Maubeuge,031999,38092,38618,180569326,190430392
10621,3219 Saint-Omer,32,Hauts-de-France,3219,Saint-Omer,031999,40639,41360,178908654,187383962
10727,4403 Charleville-Mézières,44,Grand Est,4403,Charleville-Mézières,031999,39326,39610,178790971,188300993
10758,4404 Chaumont,44,Grand Est,4404,Chaumont,031999,24990,25366,106186491,112011168
10844,4415 Romilly-sur-Seine,44,Grand Est,4415,Romilly-sur-Seine,031999,17767,17912,79237344,84523333
11076,4408 Forbach,44,Grand Est,4408,Forbach,031999,16513,16804,67240085,71112605
11135,4412 Nancy,44,Grand Est,4412,Nancy,031999,133990,135252,639472626,668333348
11205,4416 Saint-Avold,44,Grand Est,4416,Saint-Avold,031999,30115,30743,139095759,147941835
11307,4420 Sarreguemines,44,Grand Est,4420,Sarreguemines,031999,23065,23391,101254771,106417943
11398,4426 Verdun,44,Grand Est,4426,Verdun,031999,12988,13229,53216636,55833369
11547,4418 Saint-Louis,44,Grand Est,4418,Saint-Louis,031999,17412,17575,86645702,92072810
11643,4422 Sélestat,44,Grand Est,4422,Sélestat,031999,21326,21646,99363801,104780278
11676,4423 Strasbourg,44,Grand Est,4423,Strasbourg,031999,218613,218293,1099986372,1156703126
11767,5203 Challans,52,Pays de la Loire,5203,Challans,031999,23651,24930,89764985,98675734
11796,5204 Château-Gontier,52,Pays de la Loire,5204,Château-Gontier,031999,8258,8358,34280451,35722803
11926,5208 La Ferté-Bernard,52,Pays de la Loire,5208,La Ferté-Bernard,031999,16372,16640,72805299,77054765
